 datid | datname |  pid  | usesysid | usename | application_name | client_addr | client_hostname | client_port |         backend_start         |          xact_start           |          query_start          |         state_change          | wait_event_type |     wait_event      |        state        | backend_xid | backend_xmin |                                       query                                       |    backend_type     
 16384 | vandat  | 20503 |       10 | tcn     |                  | ::1         |                 |       53120 | 2019-11-01 20:31:27.315521+08 | 2019-11-01 20:41:54.232707+08 | 2019-11-01 20:41:54.233029+08 | 2019-11-01 20:41:54.233031+08 |                 |                     | active              |             |      5121877 | execute p_purge2_2(75,6,2375)                                                  | client backend
 16384 | vandat  | 20504 |       10 | tcn     |                  | ::1         |                 |       53122 | 2019-11-01 20:31:27.31656+08  | 2019-11-01 20:41:54.234728+08 | 2019-11-01 20:41:54.236396+08 | 2019-11-01 20:41:54.236397+08 |                 |                     | active              |             |      5121877 | execute p_purge2_6(45,3,2395)                                                  | client backend
 16384 | vandat  | 20505 |       10 | tcn     |                  | ::1         |                 |       53124 | 2019-11-01 20:31:27.318366+08 | 2019-11-01 20:41:54.232742+08 | 2019-11-01 20:41:54.233066+08 | 2019-11-01 20:41:54.233068+08 |                 |                     | active              |             |      5121877 | execute p_purge2_6(90,9,2387)                                                  | client backend
 16384 | vandat  | 20506 |       10 | tcn     |                  | ::1         |                 |       53126 | 2019-11-01 20:31:27.31881+08  | 2019-11-01 20:41:54.219373+08 | 2019-11-01 20:41:54.219787+08 | 2019-11-01 20:41:54.219789+08 |                 |                     | active              |             |      5121828 | execute p_stocklevel2_8(27,1,3296,3276,27,16)                                  | client backend
 16384 | vandat  | 20507 |       10 | tcn     |                  | ::1         |                 |       53128 | 2019-11-01 20:31:27.319256+08 | 2019-11-01 20:41:54.22407+08  | 2019-11-01 20:41:54.236565+08 | 2019-11-01 20:41:54.236662+08 |                 |                     | idle in transaction |     5121970 |              | execute p_new_order6_6(46945)                                                  | client backend
 16384 | vandat  | 20508 |       10 | tcn     |                  | ::1         |                 |       53130 | 2019-11-01 20:31:27.319677+08 | 2019-11-01 20:41:54.233803+08 | 2019-11-01 20:41:54.234703+08 | 2019-11-01 20:41:54.234984+08 |                 |                     | idle in transaction |     5121988 |              | execute p_payment3_8(1866,32,7)                                                | client backend
 16384 | vandat  | 20509 |       10 | tcn     |                  | ::1         |                 |       53132 | 2019-11-01 20:31:27.320149+08 | 2019-11-01 20:41:54.224107+08 | 2019-11-01 20:41:54.236329+08 | 2019-11-01 20:41:54.236496+08 | Client          | ClientRead          | idle in transaction |     5121972 |              | execute p_new_order6_2(10856)                                                  | client backend
 16384 | vandat  | 20510 |       10 | tcn     |                  | ::1         |                 |       53134 | 2019-11-01 20:31:27.320478+08 | 2019-11-01 20:41:54.197314+08 | 2019-11-01 20:41:54.236612+08 | 2019-11-01 20:41:54.236613+08 |                 |                     | active              |     5121911 |      5121877 | execute p_new_order8_7(36,68403,60)                                            | client backend
 16384 | vandat  | 20511 |       10 | tcn     |                  | ::1         |                 |       53136 | 2019-11-01 20:31:27.320984+08 | 2019-11-01 20:41:54.220546+08 | 2019-11-01 20:41:54.236118+08 | 2019-11-01 20:41:54.236544+08 |                 |                     | idle in transaction |     5121959 |              | execute p_new_order7_6_05(17332,29)                                            | client backend
 16384 | vandat  | 20512 |       10 | tcn     |                  | ::1         |                 |       53138 | 2019-11-01 20:31:27.3214+08   | 2019-11-01 20:41:54.205627+08 | 2019-11-01 20:41:54.235183+08 | 2019-11-01 20:41:54.235368+08 |                 |                     | idle in transaction |     5121929 |              | execute p_new_order9_4(3291,4,34,6,67505,34,6,311,'jjjjjjjjjjjjjjjjjjjjjjjj')  | client backend
 16384 | vandat  | 20513 |       10 | tcn     |                  | ::1         |                 |       53140 | 2019-11-01 20:31:27.321893+08 | 2019-11-01 20:41:54.183842+08 | 2019-11-01 20:41:54.236641+08 | 2019-11-01 20:41:54.236643+08 |                 |                     | active              |     5121878 |              | execute p_new_order8_5(25,87616,19)                                            | client backend
 16384 | vandat  | 20514 |       10 | tcn     |                  | ::1         |                 |       53142 | 2019-11-01 20:31:27.322315+08 | 2019-11-01 20:41:54.200298+08 | 2019-11-01 20:41:54.201409+08 | 2019-11-01 20:41:54.236658+08 |                 |                     | idle in transaction |             |              | execute p_stocklevel2_5(46,2,3312,3292,46,15)                                  | client backend
 16384 | vandat  | 20515 |       10 | tcn     |                  | ::1         |                 |       53144 | 2019-11-01 20:31:27.32302+08  | 2019-11-01 20:41:54.215099+08 | 2019-11-01 20:41:54.236315+08 | 2019-11-01 20:41:54.236428+08 |                 |                     | idle in transaction |     5121948 |              | execute p_new_order6_3(6700)                                                   | client backend
 16384 | vandat  | 20517 |       10 | tcn     |                  | ::1         |                 |       53148 | 2019-11-01 20:31:27.324393+08 | 2019-11-01 20:41:54.210231+08 | 2019-11-01 20:41:54.236719+08 | 2019-11-01 20:41:54.23672+08  |                 |                     | active              |     5121938 |              | execute p_delivery6_2(2400,6,82)                                               | client backend
 16384 | vandat  | 20518 |       10 | tcn     |                  | ::1         |                 |       53150 | 2019-11-01 20:31:27.325157+08 | 2019-11-01 20:41:54.230534+08 | 2019-11-01 20:41:54.236629+08 | 2019-11-01 20:41:54.23663+08  |                 |                     | active              |     5121979 |              | COMMIT                                                                         | client backend
 16384 | vandat  | 20516 |       10 | tcn     |                  | ::1         |                 |       53146 | 2019-11-01 20:31:27.324688+08 | 2019-11-01 20:41:54.230914+08 | 2019-11-01 20:41:54.233534+08 | 2019-11-01 20:41:54.234248+08 |                 |                     | idle in transaction |     5121982 |              | execute p_payment5_1(67,4,'CALLYPRESABLE')                                     | client backend
 16384 | vandat  | 20519 |       10 | tcn     |                  | ::1         |                 |       53152 | 2019-11-01 20:31:27.325674+08 | 2019-11-01 20:41:54.228296+08 | 2019-11-01 20:41:54.235544+08 | 2019-11-01 20:41:54.235546+08 |                 |                     | active              |     5121974 |      5121877 | execute p_new_order7_3_06(66005,85)                                            | client backend
 16384 | vandat  | 20520 |       10 | tcn     |                  | ::1         |                 |       53154 | 2019-11-01 20:31:27.326279+08 | 2019-11-01 20:41:54.219364+08 | 2019-11-01 20:41:54.236712+08 | 2019-11-01 20:41:54.236713+08 |                 |                     | active              |     5121965 |              | execute p_new_order7_1_04(6365,6)                                              | client backend
 16384 | vandat  | 20521 |       10 | tcn     |                  | ::1         |                 |       53156 | 2019-11-01 20:31:27.32774+08  | 2019-11-01 20:41:54.23249+08  | 2019-11-01 20:41:54.232829+08 | 2019-11-01 20:41:54.23283+08  |                 |                     | active              |             |      5121877 | execute p_purge2_4(97,1,2396)                                                  | client backend
 16384 | vandat  | 20522 |       10 | tcn     |                  | ::1         |                 |       53158 | 2019-11-01 20:31:27.328229+08 | 2019-11-01 20:41:54.221715+08 | 2019-11-01 20:41:54.236663+08 | 2019-11-01 20:41:54.236665+08 |                 |                     | active              |     5121968 |      5121877 | execute p_new_order9_3(3281,3,32,3,91458,32,2,180,'dddddddddddddddddddddddd')  | client backend
 16384 | vandat  | 20523 |       10 | tcn     |                  | ::1         |                 |       53160 | 2019-11-01 20:31:27.327833+08 | 2019-11-01 20:41:54.234619+08 | 2019-11-01 20:41:54.235888+08 | 2019-11-01 20:41:54.236101+08 |                 |                     | idle in transaction |     5121992 |              | execute p_new_order3_2(3322,2,30)                                              | client backend
 16384 | vandat  | 20525 |       10 | tcn     |                  | ::1         |                 |       53164 | 2019-11-01 20:31:27.330726+08 | 2019-11-01 20:41:54.210442+08 | 2019-11-01 20:41:54.236519+08 | 2019-11-01 20:41:54.236688+08 | Client          | ClientRead          | idle in transaction |     5121944 |              | execute p_new_order9_1(3301,1,77,5,90353,77,4,199,'tttttttttttttttttttttttt')  | client backend
